tag,freq, precision,recall,f_score,totalP,totalE
publish-subscribe,511,0,0,0,0,0
job-market,408,0,0,0,0,0
ccsprite,262,0,0,0,0,0
primefaces,4719,0,0,0,0,0
css3,13332,0.75,0.5,0.6,4,6
habtm,540,0,0,0,0,0
wp-query,1863,0,0,0,0,1
ejb-2.x,138,0,0,0,0,0
checking,103,0,0,0,0,0
morphia,223,0,0,0,0,0
crud,863,0,0,0,0,1
bit-manipulation,1173,0,0,0,0,0
jqgrid-formatter,114,0,0,0,0,0
height,2512,0,0,0,0,2
covering-spaces,185,0,0,0,0,0
gxt,579,0,0,0,0,0
emma,194,0,0,0,0,0
samsung-mobile,282,0,0,0,0,0
database-replication,455,0,0,0,0,1
libjpeg,167,0,0,0,0,0
incremental-backup,238,0,0,0,0,0
visualsvn,442,0,0,0,0,0
msbuild-task,300,0,0,0,0,0
doubly-linked-list,114,0,0,0,0,0
replacement,526,0,0,0,0,1
html-tag,108,0,0,0,0,0
vss,156,0,0,0,0,0
vsx,258,0,0,0,0,0
gcc-warning,180,0,0,0,0,0
autoupdate,100,0,0,0,0,0
gevent,275,0,0,0,0,0
flush,374,0,0,0,0,0
recognition,262,0,0,0,0,0
nested-attributes,639,0,0,0,0,0
fedex,104,0,0,0,0,0
random-access,175,0,0,0,0,0
marklogic,224,0,0,0,0,0
anti-virus,957,0,0,0,0,0
preload,340,0,0,0,0,0
biology,483,0,0,0,0,0
qtablewidget,200,0,0,0,0,0
schedule,328,0,0,0,0,0
importerror,306,0,0,0,0,0
datasnap,208,0,0,0,0,0
ieee-754,306,0,0,0,0,0
symlink,1030,0,0,0,0,0
maven,12482,0,0,0,0,1
dataannotations,1256,0,0,0,0,0
riemannian-geometry,709,0,0,0,0,0
sqlconnection,320,0,0,0,0,0
sigabrt,310,0,0,0,0,0
image-stabilization,146,0,0,0,0,0
coding-standards,432,0,0,0,0,0
haproxy,1131,0,0,0,0,0
true-type-fonts,373,0,0,0,0,0
wicked-pdf,109,0,0,0,0,0
sts-securitytokenservice,109,0,0,0,0,0
chrome,196,0,0,0,0,0
krl,147,0,0,0,0,0
uiviewcontroller,5764,0,0,0,0,1
password-protection,728,0,0,0,0,1
software,993,0,0,0,0,0
letters,252,0,0,0,0,1
sharpness,127,0,0,0,0,0
qmake,402,0,0,0,0,0
diophantine-equations,908,0,0,0,0,0
navigationbar,160,0,0,0,0,0
virtualbox,6332,1.0,1.0,1.0,1,1
paper-size,242,0,0,0,0,0
flash-cs3,246,0,0,0,0,0
database-project,267,0,0,0,0,0
python-3.2,167,0,0,0,0,0
python-3.3,142,0,0,0,0,0
flash-cs4,715,0,0,0,0,0
flash-cs5,1245,0,0,0,0,1
management-studio,108,0,0,0,0,0
pie-chart,434,0,0,0,0,0
appfabric,564,0,0,0,0,0
multibinding,164,0,0,0,0,0
dynamic-sql,507,0,0,0,0,0
streamreader,534,0,0,0,0,0
mvccontrib-grid,108,0,0,0,0,0
function,17967,0,0,0,0,4
dreamweaver,1505,0,0,0,0,0
overlapping,225,0,0,0,0,0
xbox360,366,0,0,0,0,0
automapper,1307,0,0,0,0,0
uiapplication,184,0,0,0,0,0
count,4125,0,0,0,0,2
fragmentation,175,0,0,0,0,0
htmlunit,654,0,0,0,0,0
python-3.x,4930,0,0,0,0,1
django-staticfiles,127,0,0,0,0,0
esxi,223,0,0,0,0,0
smooth,250,0,0,0,0,0
cocos2d-iphone,4608,0,0,0,0,1
r.java-file,180,0,0,0,0,0
apns,882,0,0,0,0,0
books,3588,0,0,0,0,0
popups,199,0,0,0,0,0
cocoa-touch,26314,0,0,0,0,2
android-listfragment,256,0,0,0,0,1
distribution,1214,0,0,0,0,0
jdialog,396,0,0,0,0,0
sscanf,230,0,0,0,0,0
timespan,384,0,0,0,0,0
int,2234,0,0,0,0,0
dhtmlx,108,0,0,0,0,0
pulseaudio,129,0,0,0,0,0
hibernate-criteria,274,0,0,0,0,0
ini,405,0,0,0,0,0
design-by-contract,123,0,0,0,0,0
closed-source,142,0,0,0,0,0
xpages-extlib,131,0,0,0,0,0
bzip2,158,0,0,0,0,0
cydia,160,0,0,0,0,0
uiresponder,104,0,0,0,0,0
chown,355,0,0,0,0,0
vector-graphics,645,0,0,0,0,0
revision-control,113,0,0,0,0,0
lookup,676,0,0,0,0,0
database-mirroring,214,0,0,0,0,0
hpc,354,0,0,0,0,0
unit-testing,19166,1.0,0.142857142857,0.25,1,7
web-sql,245,0,0,0,0,0
entry-point,118,0,0,0,0,0
repeat,436,0,0,0,0,0
external-display,506,0,0,0,0,0
hardware-acceleration,282,0,0,0,0,0
addthis,261,0,0,0,0,0
netgear,444,0,0,0,0,0
install4j,187,0,0,0,0,0
matrix,5282,0,0,0,0,0
ghost,175,0,0,0,0,0
xamarin,303,0,0,0,0,0
eof,380,0,0,0,0,0
ios-ui-automation,295,0,0,0,0,0
ms-project,221,0,0,0,0,0
uitableviewcontroller,1714,0,0,0,0,1
rule,213,0,0,0,0,0
eol,124,0,0,0,0,0
http-status-code-404,1894,0,0,0,0,0
progressive-enhancement,130,0,0,0,0,0
self-learning,502,0,0,0,0,0
http-status-code-401,225,0,0,0,0,0
amazon-dynamodb,350,0,0,0,0,0
http-status-code-403,385,0,0,0,0,0
texstudio,119,0,0,0,0,0
spring-3,441,0,0,0,0,0
kickstart,248,0,0,0,0,0
data-access,170,0,0,0,0,0
external-content-type,239,0,0,0,0,0
microsoft-word-2003,115,0,0,0,0,0
prototypejs,2371,0,0,0,0,1
contentobserver,101,0,0,0,0,0
insert-update,306,0,0,0,0,0
mac-app-store,244,0,0,0,0,0
entropy,239,0,0,0,0,0
rsyslog,341,0,0,0,0,0
integrity,147,0,0,0,0,0
twitter4j,498,0,0,0,0,0
password-recovery,422,0,0,0,0,0
microsoft-access,589,0,0,0,0,1
const,1748,0,0,0,0,1
audience-targeting,117,0,0,0,0,0
linux-kvm,138,0,0,0,0,0
mpmovieplayercontroller,1574,0,0,0,0,1
zxing,731,0,0,0,0,0
matlab,18149,0,0,0,1,0
mouseout,231,0,0,0,0,0
facebook-likebox,276,0,0,0,0,0
html5-canvas,1924,0,0,0,0,1
jquery-svg,112,0,0,0,0,0
adobe-flash,242,0,0,0,0,0
assetic,161,0,0,0,0,0
replication,2727,0,0,0,0,0
dhcp,2746,0,0,0,0,0
spring-mvc,9708,0,0,0,0,1
tagging,805,0,0,0,0,0
parallel-extensions,108,0,0,0,0,0
unity3d,1473,0,0,0,0,0
robocopy,461,0,0,0,0,0
jprogressbar,163,0,0,0,0,0
pinch,157,0,0,0,0,0
cmd,3014,0,0,0,0,0
upload,6048,0,0,0,0,2
google-closure-library,188,0,0,0,0,0
nsarray,2461,0,0,0,0,1
indices,105,0,0,0,0,0
low-light,180,0,0,0,0,0
atk4,252,0,0,0,0,0
cms,476,0,0,0,0,0
simpleadapter,141,0,0,0,0,0
sharepoint2013,174,0,0,0,0,0
safari-extension,253,0,0,0,0,0
plugin-contact-form-7,149,0,0,0,0,0
cabling,126,0,0,0,0,0
approximation,895,0,0,0,0,0
category-theory,1891,0,0,0,0,0
ilist,211,0,0,0,0,0
pl.programming-languages,324,0,0,0,0,0
alt,162,0,0,0,0,0
mpeg,242,0,0,0,0,0
appsettings,237,0,0,0,0,0
android-intent,8238,0,0,0,0,1
decoding,402,0,0,0,0,0
mssql-ssms,235,0,0,0,0,0
openxml-sdk,494,0,0,0,0,0
diskpart,111,0,0,0,0,0
counters,465,0,0,0,0,0
textures,854,0,0,0,0,0
linear-regression,233,0,0,0,0,0
facebook-android-sdk,400,0,0,0,0,0
wrapping,298,0,0,0,0,0
equals,952,0,0,0,0,0
pygtk,1391,0,0,0,0,0
protection,509,0,0,0,0,0
git-flow,111,0,0,0,0,0
visual-studio-addins,336,0,0,0,0,0
placeholder,461,0,0,0,0,0
avahi,118,0,0,0,0,0
cardlayout,169,0,0,0,0,0
glm,111,0,0,0,0,0
debug-symbols,265,0,0,0,0,0
items,286,0,0,0,0,0
bitmapimage,308,0,0,0,0,0
old-hardware,249,0,0,0,0,0
itunes,3153,1.0,1.0,1.0,1,1
pooling,103,0,0,0,0,0
bitmask,164,0,0,0,0,0
keymap,195,0,0,0,0,0
froyo,103,0,0,0,0,0
browsing,186,0,0,0,0,0
random-variables,347,0,0,0,0,0
spawn,138,0,0,0,0,0
csla,140,0,0,0,0,0
temporary-files,317,0,0,0,0,0
secure,109,0,0,0,0,0
rfcomm,118,0,0,0,0,0
plugin-list-category-post,131,0,0,0,0,0
gksession,111,0,0,0,0,0
ruby-on-rails-plugins,788,0,0,0,0,0
project-organization,161,0,0,0,0,0
auditing,267,0,0,0,0,0
logback,478,0,0,0,0,0
keepalive,178,0,0,0,0,1
plot,3576,0,0,0,0,2
mktime,123,0,0,0,0,0
fortran90,364,0,0,0,0,0
episerver,154,0,0,0,0,0
bundler,1438,0,0,0,0,0
backgroundworker,1513,0,0,0,0,0
intel-atom,106,0,0,0,0,0
gnu-flex,305,0,0,0,0,0
file-exists,186,0,0,0,0,0
composer-php,285,0,0,0,0,0
cpu-registers,316,0,0,0,0,0
fractions,570,0,0,0,0,1
shopping-cart,879,0,0,0,0,0
dynamic-linq,209,0,0,0,0,0
universal-algebra,111,0,0,0,0,0
curvature,108,0,0,0,0,0
oracle11gr2,135,0,0,0,0,0
blocking,1152,0,0,0,0,1
webmethod,358,0,0,0,0,0
wix3.6,250,0,0,0,0,0
wix3.5,546,0,0,0,0,0
project-planning,279,0,0,0,0,0
word,2017,0,0,0,0,1
file-copying,322,0,0,0,0,0
eclipse,44092,0.625,0.714285714286,0.666666666667,8,7
jtable,2830,0,0,0,0,0
tfs-sdk,123,0,0,0,0,0
transparency,1842,0,0,0,0,0
scripting,9180,0,0,0,0,3
wordpress-theming,1977,0,0,0,0,0
facebook-authentication,426,0,0,0,0,0
mvvmcross,189,0,0,0,0,0
fmdb,258,0,0,0,0,0
client-object-model,950,0,0,0,0,1
scrollbars,192,0,0,0,0,0
caanimation,159,0,0,0,0,0
uac,1509,0,0,0,0,0
plist,1946,0,0,0,0,0
web.config,105,0,0,0,0,0
recovery,1935,0,0,0,0,0
uifont,219,0,0,0,0,0
verify,141,0,0,0,0,0
usbserial,100,0,0,0,0,0
coordinate-transformation,130,0,0,0,0,0
iso-8859-1,237,0,0,0,0,0
interview,1069,0,0,0,0,0
core-graphics,2436,0,0,0,0,0
pppoe,182,0,0,0,0,0
hgignore,135,0,0,0,0,0
lan,2169,0,0,0,0,0
software-deployment,131,0,0,0,0,0
lag,564,0,0,0,0,0
growl,217,0,0,0,0,0
abstracttablemodel,102,0,0,0,0,0
openam,118,0,0,0,0,0
openal,378,0,0,0,0,0
calayer,1202,0,0,0,0,0
jboss6.x,392,0,0,0,0,0
context-free-grammar,522,0,0,0,0,0
rhel6,281,0,0,0,0,0
rhel5,699,0,0,0,0,1
sparql,658,0,0,0,0,0
assignment-operator,285,0,0,0,0,0
c#-to-vb.net,156,0,0,0,0,0
sans-serif,104,0,0,0,0,0
greek,127,0,0,0,0,0
product-key,134,0,0,0,0,0
cleartype,154,0,0,0,0,0
order,2243,0,0,0,0,0
named-scope,293,0,0,0,0,0
google-checkout,343,0,0,0,0,0
eigen,198,0,0,0,0,0
office,720,0,0,0,0,0
xsl-fo,456,0,0,0,0,0
pascal,719,0,0,0,0,0
jboss-4.2.x,124,0,0,0,0,0
buttonclick,208,0,0,0,0,0
optical-drive,370,0,0,0,0,0
jquery-ui-autocomplete,860,0,0,0,0,0
formal-languages,430,0,0,0,0,0
amazon-cloudfront,457,0,0,0,0,0
linux-distributions,362,0,0,0,0,0
jdk1.6,285,0,0,0,0,0
glassfish,3568,0,0,0,0,1
complexity-classes,394,0,0,0,0,0
bandwidth-control,175,0,0,0,0,0
typescript,645,0,0,0,0,0
uipangesturerecognizer,181,0,0,0,0,1
mod-expires,102,0,0,0,0,0
fragment,1154,0,0,0,0,0
rate-limiting,180,0,0,0,0,0
safe,126,0,0,0,0,0
infinite-scroll,389,0,0,0,0,0
metering,126,0,0,0,0,0
break,528,0,0,0,0,0
refactoring,3940,0,0,0,0,0
jinja2,634,0,0,0,0,0
disk-image,145,0,0,0,0,0
workflows,196,0,0,0,0,0
mail-forwarding,131,0,0,0,0,0
one-to-one,339,0,0,0,0,0
left-join,1577,0,0,0,0,0
nullable,797,0,0,0,0,0
three20,1016,0,0,0,0,0
computational-complexity,719,0,0,0,0,0
backgrounds,200,0,0,0,0,0
right-to-left,236,0,0,0,0,0
feeds,474,0,0,0,0,0
classifier,172,0,0,0,0,0
associative,179,0,0,0,0,0
schemes,373,0,0,0,0,0
logs,430,0,0,0,0,0
prawn,264,0,0,0,0,0
owner,127,0,0,0,0,0
hosted,119,0,0,0,0,0
freeware,457,0,0,0,0,0
freeglut,166,0,0,0,0,0
superscripts,172,0,0,0,0,1
network,177,0,0,0,0,0
infragistics,743,0,0,0,0,1
uicolor,397,0,0,0,0,0
castle-dynamicproxy,190,0,0,0,0,1
sprintf,365,0,0,0,0,0
sliding,155,0,0,0,0,0
ntp,774,0,0,0,0,0
windows-vista,8175,1.0,0.333333333333,0.5,1,3
doctrine-odm,167,0,0,0,0,0
putty,1879,1.0,0.5,0.666666666667,1,2
dockpanel,107,0,0,0,0,0
segmentation-fault,2710,0,0,0,0,0
collation,706,0,0,0,0,0
connection-sharing,219,0,0,0,0,0
soundcloud,563,0,0,0,0,0
wcf-rest,352,0,0,0,0,0
mvp,931,0,0,0,0,0
jslint,492,0,0,0,0,0
vmware-workstation,1299,0,0,0,0,0
mvc,15325,0,0,0,0,6
sproutcore,231,0,0,0,0,0
vps-administration,112,0,0,0,0,0
textinput,413,0,0,0,0,0
benchmarking,1568,0,0,0,0,1
observablecollection,1148,0,0,0,0,1
render,1190,0,0,0,0,0
mysql-error-1045,142,0,0,0,0,0
cache-manifest,129,0,0,0,0,0
system,2442,0,0,0,0,1
python-sphinx,469,0,0,0,0,0
touchesbegan,178,0,0,0,0,0
slidetoggle,499,0,0,0,0,0
web-audio,127,0,0,0,0,0
outlook-express,143,0,0,0,0,0
autorun,329,0,0,0,0,0
custom-server-controls,251,0,0,0,0,0
inflate,228,0,0,0,0,0
fitnesse,344,0,0,0,0,1
decorations,120,0,0,0,0,0
built-in,145,0,0,0,0,0
decompiling,378,0,0,0,0,0
spherical-geometry,218,0,0,0,0,0
database-permissions,151,0,0,0,0,0
tex,294,0,0,0,0,0
target,713,0,0,0,0,1
custom-membershipprovider,101,0,0,0,0,0
php-fpm,1052,0,0,0,0,0
ebay,403,0,0,0,0,0
wp-insert-post,167,0,0,0,0,0
hacking,1299,0,0,0,0,0
binary-data,527,0,0,0,0,0
powers,230,0,0,0,0,0
web-api,365,0,0,0,0,0
uiview,7259,0,0,0,0,2
rewrite,3593,0,0,0,0,1
discrete-mathematics,2799,0,0,0,0,0
supermicro,133,0,0,0,0,0
avassetwriter,173,0,0,0,0,0
intentservice,225,0,0,0,0,0
angularjs,3578,1.0,1.0,1.0,3,3
overlays,343,0,0,0,0,0
contents,160,0,0,0,0,0
latency,853,0,0,0,0,1
dbms,374,0,0,0,0,0
realm,109,0,0,0,0,0
awtrobot,175,0,0,0,0,0
post-thumbnails,922,0,0,0,0,0
yui3,236,0,0,0,0,0
indexes,552,0,0,0,0,0
git-diff,136,0,0,0,0,0
dbml,240,0,0,0,0,0
visual-studio,30148,0,0,0,0,6
circles,126,0,0,0,0,0
calloc,113,0,0,0,0,0
ebook,549,0,0,0,0,0
viewengine,165,0,0,0,0,0
extending,112,0,0,0,0,0
sitemesh,167,0,0,0,0,0
mojarra,209,0,0,0,0,0
google-analytics-api,511,0,0,0,0,0
scripts,190,0,0,0,0,0
ostream,184,0,0,0,0,0
ssl-certificate,3448,0,0,0,0,0
caldav,120,0,0,0,0,0
webcam,2001,0,0,0,0,0
graphics2d,494,0,0,0,0,0
spry,123,0,0,0,0,0
qt-designer,244,0,0,0,0,0
leaflet,258,0,0,0,0,0
claims-based-auth,326,0,0,0,0,0
jointable,136,0,0,0,0,0
wildcard,1264,0,0,0,0,0
voting,188,0,0,0,0,0
compojure,131,0,0,0,0,0
tex-core,927,0,0,0,0,0
autotest,204,0,0,0,0,0
battery-life,268,0,0,0,0,0
html-parsing,2318,0,0,0,0,0
infrared,133,0,0,0,0,0
ftps,256,0,0,0,0,0
keywords,270,0,0,0,0,0
d2,226,0,0,0,0,0
textfield,1012,0,0,0,0,0
fisheye,105,0,0,0,0,0
toast,500,0,0,0,0,0
palindrome,195,0,0,0,0,0
circular-reference,203,0,0,0,0,0
graph-algorithm,570,0,0,0,0,0
implementation,1251,0,0,0,0,0
helpdesk,138,0,0,0,0,0
gson,1134,0,0,0,0,0
tablecelleditor,144,0,0,0,0,0
eee-pc,160,0,0,0,0,0
galaxy-tab,146,0,0,0,0,0
google-contacts,247,0,0,0,0,0
appender,114,0,0,0,0,0
speech-to-text,284,0,0,0,0,0
iptables,5087,0,0,0,0,0
pushviewcontroller,365,0,0,0,0,0
cappuccino,160,0,0,0,0,0
cryptography,4173,0,0,0,0,0
wp-enqueue-script,439,0,0,0,0,0
uitoolbar,665,0,0,0,0,0
cardinals,669,0,0,0,0,0
aspxgridview,328,0,0,0,0,0
sharepoint-api,207,0,0,0,0,0
du,114,0,0,0,0,0
landscape-portrait,155,0,0,0,0,0
hoverintent,160,0,0,0,0,0
emc,155,0,0,0,0,0
idioms,446,0,0,0,0,0
async-await,588,0,0,0,0,0
multipage,108,0,0,0,0,0
ienumerable,1417,0,0,0,0,0
rsnapshot,125,0,0,0,0,0
steam,122,0,0,0,0,0
abaddressbook,373,0,0,0,0,0
zookeeper,209,0,0,0,0,0
shared-memory,848,0,0,0,0,0
strcat,117,0,0,0,0,0
analytics,1299,0,0,0,0,0
directshow.net,212,0,0,0,0,0
mdadm,775,0,0,0,0,0
correlated-subquery,113,0,0,0,0,0
memory-leak,135,0,0,0,0,0
ivalueconverter,292,0,0,0,0,0
openfiledialog,376,0,0,0,0,0
codebehind,499,0,0,0,0,0
site-column,245,0,0,0,0,0
lapply,127,0,0,0,0,0
software-raid,1164,0,0,0,0,0
type-inference,581,0,0,0,0,0
git-filter-branch,109,0,0,0,0,0
group-cohomology,164,0,0,0,0,0
italic,197,0,0,0,0,0
ctypes,740,0,0,0,0,0
preprocessor,1922,0,0,0,0,0
try-catch-finally,147,0,0,0,0,1
vmware-fusion,669,0,0,0,0,0
openjpa,476,0,0,0,0,0
packages,2815,0,0,0,0,1
linkage,161,0,0,0,0,0
wx,217,0,0,0,0,0
coq,176,0,0,0,0,0
contentcontrol,169,0,0,0,0,0
claims-based-identity,274,0,0,0,0,0
gwt-mvp,117,0,0,0,0,0
ilo,116,0,0,0,0,0
cocos2d-x,571,0,0,0,0,0
tfs2012,423,0,0,0,0,0
tfs2010,3195,0,0,0,0,0
user-management,983,0,0,0,0,1
receiver,211,0,0,0,0,0
transmission,123,0,0,0,0,0
tftp,193,0,0,0,0,0
com,6586,0,0,0,0,0
android-gallery,447,0,0,0,0,0
horizontalscrollview,282,0,0,0,0,0
trunk,183,0,0,0,0,0
double-precision,103,0,0,0,0,0
directions,118,0,0,0,0,0
hashchange,156,0,0,0,0,0
windows-messages,111,0,0,0,0,0
guid,1038,0,0,0,0,0
transparent-proxy,129,0,0,0,0,0
latitude-longitude,797,0,0,0,0,0
binomial-coefficients,1167,0,0,0,0,0
mencoder,196,0,0,0,0,0
coredump,271,0,0,0,0,0
mediastore,196,0,0,0,0,0
difference,116,0,0,0,0,0
backbone-events,233,0,0,0,0,0
nsfetchrequest,402,0,0,0,0,0
chunked-encoding,154,0,0,0,0,0
postbuild-event,156,0,0,0,0,0
html5-video,1793,0,0,0,0,0
lg.learning,123,0,0,0,0,0
aix,1156,0,0,0,0,0
gnu,1145,0,0,0,0,0
launcher,471,0,0,0,0,0
iqueryable,543,0,0,0,0,0
zlib,551,0,0,0,0,0
warbler,126,0,0,0,0,0
air,5464,0,0,0,0,0
formatting,6647,0,0,0,0,1
voice,588,0,0,0,0,0
feedburner,141,0,0,0,0,0
rails-admin,210,0,0,0,0,0
joomla1.6,203,0,0,0,0,0
joomla1.7,355,0,0,0,0,0
joomla1.5,1096,0,0,0,0,0
external-hdd,158,0,0,0,0,0
content-assist,111,0,0,0,0,0
text-extraction,180,0,0,0,0,0
server-push,269,0,0,0,0,0
hebrew,415,0,0,0,0,0
wildcard-subdomain,279,0,0,0,0,0
netbeans-6.9,396,0,0,0,0,0
nagios-plugins,140,0,0,0,0,0
calllog,112,0,0,0,0,0
punctuation,761,0,0,0,0,0
google-apps-script,2357,0,0,0,0,1
leiningen,313,0,0,0,0,0
500-error,227,0,0,0,0,0
video-editing,546,0,0,0,0,0
lithium,169,0,0,0,0,0
log4j,2929,0.5,1.0,0.666666666667,2,1
contest-math,611,0,0,0,0,0
relative-positioning,230,0,0,0,0,0
raid,5058,1.0,1.0,1.0,1,1
nio,933,0,0,0,0,0
nil,404,0,0,0,0,0
signalr-hub,117,0,0,0,0,0
nib,665,0,0,0,0,0
nic,549,0,0,0,0,0
hang,415,0,0,0,0,0
adblock,190,0,0,0,0,1
fuse,432,0,0,0,0,0
animations,127,0,0,0,0,0
zombie-process,110,0,0,0,0,0
nis,123,0,0,0,0,0
levenshtein-distance,269,0,0,0,0,1
android-fragments,3145,0,0,0,0,0
rrdtool,256,0,0,0,0,0
linksys,697,0,0,0,0,0
apache-httpclient-4.x,323,0,0,0,0,0
google-chrome-extensions,705,0,0,0,0,0
eps,434,0,0,0,0,0
depth-first-search,262,0,0,0,0,0
many-to-many,2538,0,0,0,0,0
casperjs,138,0,0,0,0,0
file-size,137,0,0,0,0,0
object-persistence,117,0,0,0,0,1
name-resolution,140,0,0,0,0,0
websphere-portal,208,0,0,0,0,0
solaris,3794,0,0,0,0,0
photo,1042,0,0,0,0,0
http-status-code-301,680,0,0,0,0,0
advantage-database-server,216,0,0,0,0,0
quotes,815,0,0,0,0,0
currying,208,0,0,0,0,0
microsoft-powerpoint,767,0,0,0,0,0
onload,764,0,0,0,0,0
wmode,127,0,0,0,0,0
martingales,286,0,0,0,0,0
ubuntu-11.04,913,0,0,0,0,1
msxml,353,0,0,0,0,0
opencl,1337,0,0,0,0,0
airport-extreme,122,0,0,0,0,0
opencv,9674,1.0,1.0,1.0,4,4
didreceivememorywarning,126,0,0,0,0,0
asp.net-mvc-areas,298,0,0,0,0,0
database-design,11759,0,0,0,0,3
maya,285,0,0,0,0,0
filestream,1029,0,0,0,0,1
microcontroller,693,0,0,0,0,0
word-wrap,529,0,0,0,0,0
sessionfactory,159,0,0,0,0,0
jekyll,485,0,0,0,0,0
lcd,749,0,0,0,0,0
simplemodal,496,0,0,0,0,0
multiplexing,101,0,0,0,0,0
unix-utils,131,0,0,0,0,1
wolfram-alpha,134,0,0,0,0,0
codesign,137,0,0,0,0,0
scikit-learn,241,0,0,0,0,0
xbox,106,0,0,0,0,0
windows-server-2003,11317,0,0,0,0,0
windows-server-2000,352,0,0,0,0,0
sparse,139,0,0,0,0,0
nrpe,104,0,0,0,0,0
security,34499,0,0,0,0,3
windows-server-2008,16323,0,0,0,0,2
delphi-xe2,1547,0,0,0,0,0
titlebar,307,0,0,0,0,0
sbs2003,113,0,0,0,0,0
preg-match-all,617,0,0,0,0,0
singlepage,115,0,0,0,0,0
applicationcontext,155,0,0,0,0,0
nsmutabledictionary,619,0,0,0,0,0
webm,132,0,0,0,0,0
flatten,120,0,0,0,0,0
child-theme,290,0,0,0,0,1
repeated,108,0,0,0,0,0
masm32,112,0,0,0,0,0
nscollectionview,104,0,0,0,0,0
jtabbedpane,334,0,0,0,0,0
facebook-php-sdk,1483,0,0,0,0,0
comments,4554,0,0,0,0,0
plone,1702,0,0,0,0,0
wso2,1071,0,0,0,0,0
sbjson,144,0,0,0,0,0
uigesturerecognizer,1260,0,0,0,0,1
internet-connection,1285,0,0,0,0,0
geocoding,1220,0,0,0,0,0
paypal-api,1069,0,0,0,0,0
repository,3392,0,0,0,0,1
uiswipegesturerecognizer,115,0,0,0,0,0
marketing,321,0,0,0,0,0
xerces-c,101,0,0,0,0,0
zend-db-table,372,0,0,0,0,0
delete-row,191,0,0,0,0,0
time-series,850,0,0,0,0,0
substitution,337,0,0,0,0,0
outofmemoryerror,730,0,0,0,0,0
post,10752,0,0,0,0,4
properties,6762,0,0,0,0,1
rstudio,168,0,0,0,0,0
google-maps,16319,0.5,0.2,0.285714285714,2,5
typeface,128,0,0,0,0,0
jqgrid-php,141,0,0,0,0,0
design-principles,107,0,0,0,0,0
oembed,130,0,0,0,0,0
selenium-chromedriver,107,0,0,0,0,0
xfce,572,0,0,0,0,0
asp.net-3.5,1042,0,0,0,0,1
query-optimization,2102,0,0,0,0,0
browser-addons,1148,0,0,0,0,0
javassist,152,0,0,0,0,0
autohotkey,1156,0,0,0,0,0
msdeploy,545,0,0,0,0,0
fql.multiquery,104,0,0,0,0,0
rendering,2244,0,0,0,0,1
haskell,11298,1.0,1.0,1.0,2,2
sfml,445,0,0,0,0,0
initializer-list,143,0,0,0,0,0
wan,402,0,0,0,0,0
jdbc,7961,0,0,0,0,0
compression,4087,0,0,0,0,0
sortedlist,125,0,0,0,0,0
custom-post-type-archives,153,0,0,0,0,0
configuration-files,949,0,0,0,0,0
multifile-uploader,116,0,0,0,0,0
redmine,1171,0,0,0,0,1
indexoutofboundsexception,236,0,0,0,0,0
sqldatareader,422,0,0,0,0,0
ctags,359,0,0,0,0,0
iis7,10789,0,0,0,0,2
iis6,4470,0,0,0,0,0
iis5,338,0,0,0,0,0
access-point,241,0,0,0,0,0
3gp,109,0,0,0,0,0
sqlalchemy,2692,0,0,0,0,0
maildir,154,0,0,0,0,0
eclipse-emf,279,0,0,0,0,0
remoteobject,122,0,0,0,0,0
software-tools,547,0,0,0,0,0
belongs-to,275,0,0,0,0,0
catalyst,325,0,0,0,0,0
decoder,112,0,0,0,0,0
cedet,137,0,0,0,0,0
gwt2,343,0,0,0,0,0
uisearchdisplaycontroller,368,0,0,0,0,0
maximum,468,0,0,0,0,1
mtu,172,0,0,0,0,0
strace,245,0,0,0,0,0
android-edittext,925,0,0,0,0,0
autofs,163,0,0,0,0,0
mta,259,0,0,0,0,0
proof-theory,231,0,0,0,0,0
invoice,141,0,0,0,0,0
vlookup,229,0,0,0,0,0
thunderbird,1923,0,0,0,0,0
abstract,753,0,0,0,0,0
mysql-error-1064,777,0,0,0,0,0
full-text-search,3202,0,0,0,0,0
archive,1074,0,0,0,0,0
webhttpbinding,107,0,0,0,0,0
video-codecs,112,0,0,0,0,0
reachability,335,0,0,0,0,0
yii-db,132,0,0,0,0,0
visual-web-developer-2010,113,0,0,0,0,0
absolute-value,257,0,0,0,0,0
spring-aop,432,0,0,0,0,0
parallel-port,122,0,0,0,0,0
remote-administration,149,0,0,0,0,0
double-quotes,217,0,0,0,0,0
shrink,123,0,0,0,0,0
truncate,490,0,0,0,0,0
kvm,298,0,0,0,0,0
notepad,352,0,0,0,0,1
update,2098,0,0,0,0,0
workitem,124,0,0,0,0,0
mathematical-modeling,341,0,0,0,0,0
user-defined-types,168,0,0,0,0,0
modules,1646,0,0,0,0,0
recurring-billing,149,0,0,0,0,0
avaudiorecorder,362,0,0,0,0,0
context-menu,516,0,0,0,0,0
php-session,134,0,0,0,0,0
pushstate,220,0,0,0,0,0
android-studio,116,0,0,0,0,0
concept,100,0,0,0,0,0
flac,180,0,0,0,0,0
appdata,102,0,0,0,0,0
hardware-raid,586,0,0,0,0,0
macosx,3508,0,0,0,0,0
spidermonkey,144,0,0,0,0,0
padrino,202,0,0,0,0,0
microsoft-onenote-2010,115,0,0,0,0,0
rectangles,147,0,0,0,0,0
brute-force,267,0,0,0,0,0
google-fusion-tables,658,0,0,0,0,0
